status,enter row,exit row,enter price,exit price,percentage
+,8,144,574.98,619.87,7.80723
+,175,428,611,659.5,7.93781
+,432,470,663.7,720.57,8.56863
-,478,483,727.48,691.6,-4.93209
+,497,650,703.77,758.35,7.75537
+,654,771,768.6,853.3,11.02
+,775,807,866.36,928.17,7.13445
+,832,848,936.25,1004.63,7.3036
-,850,855,1032.03,936,-9.30496
-,871,892,891,759.04,-14.8103
+,898,926,800.01,867.02,8.37615
+,928,1014,883.61,956.35,8.23214
+,1020,1063,974.33,1047.42,7.50157
+,1073,1134,991,1056.88,6.64783
+,1136,1152,1065.81,1145.46,7.47319
+,1170,1192,1153,1256.62,8.98699
-,1236,1284,1193.51,1101.14,-7.73936
+,1294,1307,1057.43,1128.1,6.68318
+,1334,1346,991.1,1071,8.06175
+,1363,1385,1048.01,1147.42,9.4856
+,1398,1483,1143.66,1242.99,8.68527
+,1501,1549,1239.49,1368,10.368
+,1554,1587,1403.09,1508.23,7.49346
+,1589,1594,1595.17,1672.94,4.87534
+,1606,1655,1728.99,1860.99,7.63451
+,1659,1672,1922.03,2087.99,8.63462
+,1675,1686,2197.6,2379.48,8.2763
+,1688,1692,2430,2700.04,11.1128
+,1708,1720,2080.1,2274.24,9.33321
+,1729,1745,2232.19,2420.49,8.43566
+,1747,1761,2476.64,2672.31,7.90062
-,1764,1815,2792.79,2467.29,-11.655
+,1830,1850,2532.2,2716.18,7.26562
-,1861,1875,2670.7,2533.11,-5.15183
-,1898,1918,2519.59,2348.99,-6.77094
-,1922,1977,2402.54,2275.68,-5.28025
-,1981,1994,2391.3,2151.76,-10.0171
+,2009,2012,2041.8,2151.8,5.3874
+,2015,2028,2231.8,2511.8,12.5459
+,2030,2096,2720.8,2889.76,6.20994
+,2098,2122,2911.8,3136.9,7.73061
+,2125,2164,3286.9,3504.48,6.61961
+,2166,2172,3542.22,3936.79,11.1391
+,2175,2188,4062.61,4275.8,5.24761
-,2192,2199,4353.7,4044.76,-7.09603
-,2202,2223,4291.25,3636.21,-15.2645
+,2227,2244,4059.4,4436.94,9.30039
+,2252,2268,4356.36,4710.55,8.13041
-,2272,2278,4768.15,4319.83,-9.40239
-,2287,2321,4405.15,3867.87,-12.1966
+,2334,2338,3570.83,3953.72,10.7227
+,2367,2381,3774.74,4055.34,7.43362
+,2383,2423,4139.58,4568.98,10.373
+,2427,2443,4624.49,5097.49,10.2282
+,2445,2448,5318.14,5706.13,7.2956
+,2471,2507,5534.42,5978.6,8.02577
+,2513,2527,6115.46,6523.12,6.66606
+,2529,2538,6587.94,7209.14,9.42935
-,2555,2571,7282.27,6751.11,-7.29388
+,2585,2593,6760.9,7432.1,9.92767
+,2595,2606,7671.39,8117.24,5.81185
+,2613,2633,8265.35,9514.82,15.117
+,2640,2647,9813.41,10670.6,8.73448
+,2660,2663,10613.9,11362.5,7.0539
+,2675,2680,11888.2,13141.7,10.5434
+,2683,2685,14554.2,15304,5.15178
+,2687,2719,16564.1,17380.7,4.92969
-,2723,2740,18376.8,16182.9,-11.9385
+,2760,2764,15035.3,15795,5.05271
-,2766,2772,16247.9,13669.4,-15.8696
-,2778,2786,14850.3,12863.9,-13.3761
+,2790,2799,13892.7,15273.7,9.9401
+,2807,2810,15723.3,16777.1,6.7023
-,2844,2847,14223.6,12982.1,-8.72812
-,2859,2923,11429.6,8869.34,-22.4005
+,2942,2946,7718.37,8229.11,6.6172
+,2952,2976,8373.9,9151.48,9.28576
+,2979,2985,9343.01,10222.7,9.41506
+,2991,2997,10519.2,11406,8.42959
-,3001,3007,11598.5,10463.9,-9.78189
+,3018,3045,10162.7,11058.1,8.81023
-,3051,3065,11364.5,10398.8,-8.49716
-,3081,3098,9413.53,7970.19,-15.3326
-,3108,3160,8408.95,7519.7,-10.575
-,3178,3189,7292.36,6613.58,-9.3081
+,3201,3222,7005.32,7628.56,8.89667
+,3227,3261,8050.67,8757.16,8.77554
+,3267,3317,9099.05,9680.54,6.39067
-,3336,3347,9192.58,8713.32,-5.21355
-,3355,3375,8700.83,7877.6,-9.46151
-,3380,3397,8139.77,7536.92,-7.40623
-,3420,3471,7329.72,6647.47,-9.308
-,3477,3486,6776.84,6388.79,-5.72612
-,3494,3530,6587.03,5990.28,-9.05947
-,3535,3555,6207.65,5807.53,-6.4456
+,3561,3565,6260.3,6531.95,4.33925
-,3577,3611,6590.69,6131.27,-6.97074
+,3621,3632,6277.55,7239.87,15.3295
-,3658,3705,7777.88,7312.98,-5.97721
-,3718,3722,6965.17,6530.34,-6.24292
-,3732,3747,6375.56,5925.61,-7.05742
+,3753,3806,6261.7,6827.94,9.04291
-,3809,3848,6961.92,6336.92,-8.97741
-,3878,4147,6336,5558.32,-12.274
+,4199,4202,3973.39,4179.88,5.19682
+,4246,4291,3562.64,3861.4,8.38592
-,4296,4394,4063.9,3510.73,-13.6118
+,4434,4551,3580.4,3860.65,7.82734
-,4571,4574,3936.28,3751.89,-4.68437
-,4602,4606,3824.64,3692.14,-3.46438
+,4613,4684,3827.09,4022.63,5.10937
+,4706,4731,3958.38,4688,18.4323
+,4740,4821,5120.38,5510.41,7.61721
-,4836,4838,5472.4,5109.4,-6.63329
+,4853,4870,5202.9,5669.64,8.97077
+,4881,4899,5881.4,6291.15,6.96688
+,4902,4904,6368.65,7038.15,10.5124
+,4907,4908,7361.15,7873.15,6.95543
-,4922,4929,8327.65,7193.79,-13.6156
+,4957,4964,7857.89,8910.89,13.4005
-,4993,5005,8505.39,7643.89,-10.1289
+,5020,5054,7965.89,9197.39,15.4597
+,5057,5084,9260.14,10626.4,14.7541
+,5091,5097,11204.3,12427.2,10.915
-,5100,5106,13544.4,10821.5,-20.1033
-,5113,5121,12179.4,9881.84,-18.8641
+,5125,5132,10736.6,11837,10.2482
+,5146,5151,11843,12708.2,7.30533
-,5156,5161,12856.6,11786.3,-8.32482
-,5173,5174,11861.1,10064.5,-15.1472
-,5179,5185,10805.9,9579.08,-11.3532
+,5196,5264,10460.9,11229.1,7.34402
-,5266,5311,11739.1,10145.5,-13.5754
-,5317,5485,10353.8,8526.63,-17.6474
-,5508,5609,8270.29,7495.64,-9.36666
+,5621,5622,7621.09,8396.13,10.1697
-,5624,5741,9705.15,7025.65,-27.6091
-,5759,5844,7253.65,6699.4,-7.64098
+,5850,5864,6859.9,7610.65,10.944
-,5886,5916,7346.65,6938.15,-5.56036
+,5919,5930,7196.4,7897.38,9.7407
+,5935,5964,8012.63,8771.64,9.47267
-,5979,6004,8880.65,8402.65,-5.38249
+,6011,6020,8438.65,9100.15,7.83893
+,6026,6074,9331.15,10119.6,8.45008
-,6084,6126,10293.6,9492.65,-7.78141
-,6134,6146,9914.65,9178.65,-7.42336
-,6167,6194,8804.65,8066.15,-8.38761
-,6203,6214,8055.15,7336.65,-8.91976
+,6244,6246,5600.5,6342.47,13.2483
+,6250,6315,6769.48,6958.07,2.78589
+,6317,6404,7150.06,7738.12,8.22455
+,6417,6420,7841.58,8594.42,9.60062
+,6423,6457,9158.57,9791.5,6.9108
+,6474,6484,8918.5,9610.15,7.75523
-,6495,6524,9846.85,8771.03,-10.9255
+,6539,6559,9148.75,9676.4,5.76745
-,6572,6615,9656.28,9165,-5.08767
+,6619,6795,9471.5,10229,7.99768
+,6798,6800,10846.5,11238.7,3.61554
+,6810,6888,11264.8,12377.9,9.88124
-,6906,6925,11846.2,11243.5,-5.08795
-,6930,6965,11471.7,10801.6,-5.84132
+,6980,7124,10332.9,11363.1,9.9706
+,7128,7169,11554.4,12402.3,7.3386
+,7184,7233,13030.3,14145.4,8.55759
+,7235,7239,14467.1,15764.9,8.97082
+,7260,7284,15556.6,16946.6,8.93552
-,7303,7325,18694.4,17053.6,-8.77692
+,7335,7338,18489.1,19138.9,3.51473
-,7355,7377,19359.7,18194,-6.02128
+,7395,7410,19064.9,20301.2,6.48421
+,7412,7415,21171.5,22653.8,7.00106
+,7425,7450,23671.1,27014.6,14.1246
+,7462,7474,27571.1,29448.3,6.80861
+,7477,7480,29529.2,33212.8,12.4743
+,7491,7497,33779.7,35945,6.41006
+,7499,7507,37488,41319.2,10.2199
+,7527,7531,37233.5,38963.6,4.64657
+,7569,7596,33288.2,36958,11.0242
+,7608,7618,35329.5,38211.2,8.15664
+,7627,7633,38304.7,42975.5,12.1938
+,7636,7654,46169.9,48479.2,5.00183
+,7667,7687,49148.2,52791.3,7.41255
-,7689,7698,55503.3,47984.2,-13.5471
-,7711,7714,51347.9,46472,-9.49574
+,7724,7756,48600.3,53536.5,10.1568
+,7759,7780,54772.8,60023,9.58543
-,7798,7830,58432.5,51799.9,-11.3509
+,7838,7845,53337,57997.3,8.73742
+,7851,7911,59119.7,63048.8,6.64601
-,7915,7932,64267.5,56858.5,-11.5283
-,7943,7955,56723.7,51538.7,-9.14087
+,7963,7990,52342.2,56731.5,8.38571
-,7992,8040,57430.6,49692.2,-13.4744
+,8073,8415,41782.7,45685.5,9.34071
+,8426,8473,46197.3,50320.5,8.92531
+,8488,8538,48730.6,52513.8,7.76337
-,8554,8564,47195.2,44409.5,-5.90251
-,8574,8595,47153,43510.6,-7.72468
+,8608,8649,43332.7,47224.7,8.98165
+,8651,8667,48123.5,52756,9.62627
+,8678,8707,55807.3,59595.5,6.7881
+,8710,8728,61407.3,66471.3,8.24649
-,8746,8758,63589.5,58902.6,-7.37051
+,8762,8804,60578.5,65096.5,7.45809
-,8806,8846,66071,59331.1,-10.201
-,8882,8891,57756.1,54600.1,-5.46428
-,8898,8924,58653.5,48892.4,-16.642
-,8929,8986,50091,45824.5,-8.51748
+,8991,9018,48613.6,51866.2,6.69079
-,9040,9061,48293.6,43557.7,-9.80651
-,9089,9128,43947.5,39734.2,-9.58718
+,9139,9192,36770.7,40528.6,10.2199
+,9194,9210,41471.8,44229.2,6.64889
-,9213,9271,44905.2,40666.6,-9.43919
-,9304,9309,38891.6,34651.7,-10.902
+,9313,9336,38380.2,41405.1,7.88151
+,9338,9499,43269.1,46091.8,6.52353
-,9505,9525,47949.3,44644.5,-6.89224
-,9528,9560,46024.8,42877.4,-6.83846
-,9578,9587,42729.5,41125.9,-3.753
-,9600,9670,41012.5,38407.8,-6.35116
-,9673,9732,40169.2,37010.3,-7.86375
-,9777,9964,30354.8,24121.5,-20.5346
-,9980,9993,22633.9,19336.3,-14.5692
+,10003,10111,20579,21590.7,4.91587
