status,enter row,exit row,enter price,exit price,percentage
+,30,121,578.21,608.61,5.25761
+,144,410,619.87,647.82,4.50901
+,428,449,659.5,690.51,4.70205
+,451,560,698.79,732.96,4.88988
+,568,740,738.55,777.19,5.23187
+,763,770,788.2,827.14,4.94037
+,775,802,866.36,907.76,4.77861
+,805,834,918.16,964.99,5.10042
+,836,849,974,1024.78,5.21355
+,851,853,1068.8,1087.74,1.77208
-,889,891,883,815,-7.70102
+,925,926,846.35,867.02,2.44225
+,928,1011,883.61,940,6.38177
+,1014,1026,956.35,995.1,4.05186
+,1030,1134,999.07,1056.88,5.78638
+,1136,1149,1065.81,1126.6,5.70364
+,1152,1185,1145.46,1194.9,4.31617
-,1190,1229,1216.59,1141.61,-6.16313
-,1239,1285,1249,1092,-12.5701
+,1302,1307,1077.13,1128.1,4.73202
+,1341,1346,1041,1071,2.88184
+,1365,1379,1066.01,1108.89,4.02248
+,1383,1402,1127.95,1184,4.96919
+,1408,1508,1188.09,1246.97,4.95585
+,1510,1546,1248.99,1310.99,4.96401
+,1549,1552,1368,1382.07,1.02851
+,1554,1566,1403.09,1482.04,5.62687
+,1587,1589,1508.23,1595.17,5.76437
+,1592,1595,1625.85,1690.9,4.00098
+,1606,1609,1728.99,1795.09,3.82304
+,1642,1651,1725.01,1828.19,5.98141
+,1653,1660,1840.95,1963.33,6.64765
+,1664,1672,1992.09,2087.99,4.81404
+,1675,1685,2197.6,2307.02,4.97907
+,1688,1691,2430,2572.99,5.88436
+,1718,1733,2222.3,2345.99,5.56586
+,1743,1756,2406.55,2530.39,5.14596
+,1760,1762,2592.99,2746.32,5.91325
-,1764,1818,2792.79,2375.48,-14.9424
+,1830,1850,2532.2,2716.18,7.26562
-,1898,1992,2519.59,2267.82,-9.9925
+,2012,2013,2151.8,2186.8,1.62655
+,2015,2018,2231.8,2339.59,4.82973
+,2028,2029,2511.8,2612.3,4.00111
+,2031,2096,2749.85,2889.76,5.08791
+,2098,2122,2911.8,3136.9,7.73061
+,2125,2138,3286.9,3400.46,3.45493
+,2145,2168,3459.79,3654.86,5.6382
+,2170,2172,3771.8,3936.79,4.3743
+,2175,2176,4062.61,4190.79,3.15511
-,2188,2223,4275.8,3636.21,-14.9584
+,2231,2240,4184.78,4345.93,3.85086
+,2244,2259,4436.94,4601,3.69759
+,2267,2275,4680.4,4867.96,4.00735
-,2290,2321,4536.92,3867.87,-14.7468
+,2338,2339,3953.72,4027.06,1.85496
+,2370,2381,3897.9,4055.34,4.0391
+,2383,2396,4139.58,4372.33,5.62255
+,2416,2423,4339.02,4568.98,5.29981
+,2427,2434,4624.49,4851.39,4.90649
+,2443,2444,5097.49,5189.11,1.79736
+,2447,2448,5392.38,5706.13,5.8184
+,2481,2513,5967.8,6115.46,2.47428
+,2522,2529,6319.95,6587.94,4.24038
+,2531,2533,6790.38,6967.53,2.60884
+,2539,2559,7365.38,7702.72,4.58008
+,2585,2588,6760.9,7138.18,5.58032
+,2593,2596,7432.1,7862.91,5.79661
+,2606,2633,8117.24,9514.82,17.2174
+,2640,2647,9813.41,10670.6,8.73448
+,2662,2663,10891.9,11362.5,4.3211
+,2675,2677,11888.2,12413.9,4.42185
+,2680,2681,13141.7,13908.4,5.83442
+,2683,2684,14554.2,14892.8,2.32634
+,2687,2698,16564.1,16883.6,1.92863
+,2718,2723,17079.6,18376.8,7.59551
+,2760,2763,15035.3,15659,4.1485
-,2766,2786,16247.9,12863.9,-20.8273
+,2792,2807,14690.8,15723.3,7.02808
-,2809,2825,16275,13756.6,-15.4741
-,2844,2849,14223.6,11357.9,-20.1473
+,2946,2959,8229.11,8553.64,3.94368
+,2963,2976,8705.7,9151.48,5.12055
+,2979,2983,9343.01,10015.1,7.19351
+,2985,2993,10222.7,10887.2,6.50036
-,2997,3023,11406,9441.11,-17.2267
+,3029,3045,10665.4,11058.1,3.682
-,3051,3067,11364.5,9677.47,-14.8447
+,3108,3121,8408.95,8789.07,4.52042
+,3178,3222,7292.36,7628.56,4.6103
+,3227,3258,8050.67,8449.07,4.94866
+,3261,3267,8757.16,9099.05,3.90412
-,3270,3364,9296.01,8153.92,-12.2858
-,3381,3397,8403.96,7536.92,-10.317
-,3422,3471,7422.01,6647.47,-10.4357
-,3494,3555,6587.03,5807.53,-11.8339
+,3561,3565,6260.3,6531.95,4.33925
-,3591,3611,6638.68,6131.27,-7.64324
+,3621,3626,6277.55,6587.02,4.92979
+,3632,3633,7239.87,7268.63,0.397245
+,3658,3660,7777.88,8137.07,4.6181
-,3663,3705,8340.26,7312.98,-12.3171
-,3734,3747,6487.55,5925.61,-8.66182
+,3754,3806,6366.82,6827.94,7.24255
+,3809,3835,6961.92,7226.34,3.79809
-,3839,3848,7286.13,6336.92,-13.0276
+,3878,3916,6336,6628.69,4.61948
-,3943,3999,6662.53,6184.49,-7.17505
-,4012,4147,6380.33,5558.32,-12.8835
+,4199,4202,3973.39,4179.88,5.19682
+,4279,4288,3379.4,3681.65,8.9439
+,4291,4296,3861.4,4063.9,5.24421
+,4332,4364,3848.64,4025.39,4.59253
+,4434,4547,3580.4,3781.91,5.62814
+,4664,4724,3992.39,4110.39,2.95562
+,4728,4731,4130.64,4688,13.4933
+,4740,4819,5120.38,5360.4,4.68754
-,4821,4838,5510.41,5109.4,-7.27732
+,4853,4869,5202.9,5469.65,5.12695
+,4881,4898,5881.4,6104.15,3.78736
+,4902,4904,6368.65,7038.15,10.5124
+,4907,4908,7361.15,7873.15,6.95543
+,4961,4964,8040.39,8910.89,10.8266
+,5020,5051,7965.89,8355.38,4.88947
+,5054,5056,9197.39,9197.89,0.00543632
+,5072,5079,9254.14,9727.64,5.11663
+,5081,5084,9827.89,10626.4,8.12484
+,5092,5096,11279.3,11910.8,5.59821
+,5098,5100,12600.4,13544.4,7.49133
+,5126,5132,11239.9,11837,5.31197
+,5149,5151,12197.5,12708.2,4.18685
-,5156,5174,12856.6,10064.5,-21.7173
+,5196,5197,10460.9,10610.6,1.43152
+,5249,5257,9820.88,10396.4,5.86007
+,5260,5264,10504.9,11229.1,6.89441
-,5266,5313,11739.1,9706.14,-17.3181
-,5326,5374,10697.1,9391.14,-12.2089
+,5384,5389,9768.84,10374.6,6.20115
-,5393,5485,10563.6,8526.63,-19.2829
+,5508,5550,8270.29,8568.8,3.60943
-,5559,5579,8715.55,7974.39,-8.50388
-,5594,5609,8209.1,7495.64,-8.69109
+,5621,5622,7621.09,8396.13,10.1697
-,5624,5741,9705.15,7025.65,-27.6091
+,5760,5771,7561.65,7743.65,2.40688
-,5789,5839,7489.15,6862.4,-8.36877
+,5851,5864,7119.65,7610.65,6.89641
-,5886,5916,7346.65,6938.15,-5.56036
+,5920,5930,7328.65,7897.38,7.76037
+,5935,5960,8012.63,8428.15,5.18581
+,5963,6020,8572.14,9100.15,6.15961
+,6026,6061,9331.15,9675.14,3.68647
+,6074,6089,10119.6,10388.1,2.65326
-,6115,6146,10135.6,9178.65,-9.44192
-,6169,6194,8934.15,8066.15,-9.71553
+,6244,6245,5600.5,5864.57,4.71511
+,6250,6262,6769.48,6778.08,0.127041
-,6268,6284,6880.06,5890.14,-14.3882
+,6302,6306,6632.61,6911.07,4.19835
+,6319,6400,7226.13,7550.08,4.48304
+,6417,6419,7841.58,8256.97,5.29727
+,6421,6449,8921.4,9234.65,3.51122
+,6456,6458,9631.75,10031.1,4.1467
+,6479,6484,9086.7,9610.15,5.76062
+,6539,6548,9148.75,9525.3,4.11586
+,6559,6560,9676.4,10121.5,4.59933
-,6576,6615,9774.4,9165,-6.23465
-,6647,6696,9474.32,9015.03,-4.84774
+,6707,6794,9254.53,10000.6,8.06221
+,6798,6799,10846.5,10864.9,0.169548
+,6839,6888,11595.7,12377.9,6.74571
-,6944,6965,11676.1,10801.6,-7.48964
+,6993,7013,10377.9,10876,4.79992
-,7020,7038,11043.9,10370.6,-6.09632
+,7056,7124,10645,11363.1,6.74607
+,7128,7166,11554.4,11998.9,3.84694
+,7169,7176,12402.3,13059.7,5.30022
+,7188,7231,13204.5,14063.4,6.5047
+,7234,7237,14313.4,15040.6,5.08077
+,7239,7268,15764.9,16154,2.46794
+,7279,7285,16683.4,17799,6.68684
-,7303,7327,18694.4,16692.5,-10.7082
+,7335,7338,18489.1,19138.9,3.51473
+,7395,7401,19064.9,19437.7,1.95537
+,7410,7411,20301.2,20651.7,1.7266
+,7413,7415,21719.3,22653.8,4.30225
+,7426,7450,23908.1,27014.6,12.9934
+,7462,7467,27571.1,28853.2,4.65001
+,7474,7480,29448.3,33212.8,12.7832
+,7491,7497,33779.7,35945,6.41006
+,7499,7502,37488,39767.5,6.08059
-,7507,7513,41319.2,32724.5,-20.8007
+,7527,7531,37233.5,38963.6,4.64657
+,7573,7596,34546.2,36958,6.98125
+,7611,7618,35645.5,38211.2,7.19791
+,7633,7634,42975.5,43136.1,0.373701
+,7636,7641,46169.9,47337.2,2.52834
+,7674,7688,51497,54797.9,6.40988
-,7690,7698,56902.1,47984.2,-15.6724
+,7734,7756,51440,53536.5,4.07558
+,7759,7773,54772.8,57514,5.00469
-,7780,7830,60023,51799.9,-13.6999
+,7840,7844,53853.1,57071.7,5.97646
+,7851,7910,59119.7,62571.8,5.83918
-,7915,7932,64267.5,56858.5,-11.5283
+,7970,7992,54468.8,57430.6,5.43774
-,7994,8040,58777.7,49692.2,-15.4575
-,8096,8111,40209.3,35224.1,-12.398
-,8118,8149,37802.4,32859.2,-13.0763
+,8158,8163,36502.5,37798.3,3.54995
+,8172,8179,39107.5,40506,3.57599
-,8225,8314,34832.7,31571.3,-9.36321
+,8337,8347,31439.3,32685,3.9624
+,8352,8353,36766.9,38281.4,4.1193
+,8381,8411,40653.7,42718.2,5.07846
+,8415,8441,45685.5,47596.3,4.18242
+,8465,8470,46579.5,48766.7,4.69567
+,8472,8532,49447.9,51770,4.69597
-,8538,8542,52513.8,47485.5,-9.57518
-,8574,8598,47153,41651.8,-11.6668
+,8611,8649,44047.7,47224.7,7.21266
+,8651,8663,48123.5,51438.6,6.88875
+,8667,8668,52756,54883.3,4.03224
+,8678,8707,55807.3,59595.5,6.7881
+,8710,8722,61407.3,63165.8,2.86363
-,8728,8756,66471.3,59239.3,-10.8799
+,8770,8806,62560.8,66071,5.61091
-,8810,8846,67528.2,59331.1,-12.1388
-,8885,8891,58584.9,54600.1,-6.80172
+,8971,9008,49140.5,51327.9,4.4513
-,9040,9061,48293.6,43557.7,-9.80651
-,9089,9128,43947.5,39734.2,-9.58718
+,9147,9192,37587.4,40528.6,7.8251
+,9194,9210,41471.8,44229.2,6.64889
-,9213,9276,44905.2,40020.8,-10.8773
+,9336,9338,41405.1,43269.1,4.50176
+,9341,9500,44423.9,46918.9,5.61635
-,9505,9560,47949.3,42877.4,-10.5775
-,9583,9587,43061.4,41125.9,-4.49481
-,9600,9679,41012.5,38098.8,-7.10444
-,9690,9733,39887.4,36411.4,-8.7145
+,9793,9888,30994.5,32131.6,3.66865
-,9920,9953,30251.2,28367.3,-6.22764
+,10003,10111,20579,21590.7,4.91587
