status,enter row,exit row,enter price,exit price,percentage
+,30,121,578.21,608.61,5.25761
+,144,410,619.87,647.82,4.50901
+,428,449,659.5,690.51,4.70205
+,451,560,698.79,732.96,4.88988
+,568,740,738.55,777.19,5.23187
+,763,770,788.2,827.14,4.94037
+,775,802,866.36,907.76,4.77861
+,805,834,918.16,964.99,5.10042
+,836,849,974,1024.78,5.21355
+,851,853,1068.8,1087.74,1.77208
-,889,892,883,759.04,-14.0385
+,925,926,846.35,867.02,2.44225
+,928,1011,883.61,940,6.38177
+,1014,1026,956.35,995.1,4.05186
+,1030,1134,999.07,1056.88,5.78638
+,1136,1149,1065.81,1126.6,5.70364
+,1152,1185,1145.46,1194.9,4.31617
-,1190,1288,1216.59,1031.55,-15.2097
+,1302,1307,1077.13,1128.1,4.73202
+,1341,1346,1041,1071,2.88184
+,1365,1379,1066.01,1108.89,4.02248
+,1383,1402,1127.95,1184,4.96919
+,1408,1508,1188.09,1246.97,4.95585
+,1510,1546,1248.99,1310.99,4.96401
+,1549,1552,1368,1382.07,1.02851
+,1554,1566,1403.09,1482.04,5.62687
+,1587,1589,1508.23,1595.17,5.76437
+,1592,1595,1625.85,1690.9,4.00098
+,1606,1609,1728.99,1795.09,3.82304
+,1642,1651,1725.01,1828.19,5.98141
+,1653,1660,1840.95,1963.33,6.64765
+,1664,1672,1992.09,2087.99,4.81404
+,1675,1685,2197.6,2307.02,4.97907
+,1688,1691,2430,2572.99,5.88436
+,1718,1733,2222.3,2345.99,5.56586
+,1743,1756,2406.55,2530.39,5.14596
+,1760,1762,2592.99,2746.32,5.91325
-,1764,1977,2792.79,2275.68,-18.5159
+,2012,2013,2151.8,2186.8,1.62655
+,2015,2018,2231.8,2339.59,4.82973
+,2028,2029,2511.8,2612.3,4.00111
+,2031,2096,2749.85,2889.76,5.08791
+,2098,2122,2911.8,3136.9,7.73061
+,2125,2138,3286.9,3400.46,3.45493
+,2145,2168,3459.79,3654.86,5.6382
+,2170,2172,3771.8,3936.79,4.3743
+,2175,2176,4062.61,4190.79,3.15511
+,2188,2256,4275.8,4534.7,6.05501
+,2267,2275,4680.4,4867.96,4.00735
-,2290,2327,4536.92,3473.3,-23.4437
+,2338,2339,3953.72,4027.06,1.85496
+,2370,2381,3897.9,4055.34,4.0391
+,2383,2396,4139.58,4372.33,5.62255
+,2416,2423,4339.02,4568.98,5.29981
+,2427,2434,4624.49,4851.39,4.90649
+,2443,2444,5097.49,5189.11,1.79736
+,2447,2448,5392.38,5706.13,5.8184
+,2481,2513,5967.8,6115.46,2.47428
+,2522,2529,6319.95,6587.94,4.24038
+,2531,2533,6790.38,6967.53,2.60884
+,2539,2559,7365.38,7702.72,4.58008
+,2585,2588,6760.9,7138.18,5.58032
+,2593,2596,7432.1,7862.91,5.79661
+,2606,2633,8117.24,9514.82,17.2174
+,2640,2647,9813.41,10670.6,8.73448
+,2662,2663,10891.9,11362.5,4.3211
+,2675,2677,11888.2,12413.9,4.42185
+,2680,2681,13141.7,13908.4,5.83442
+,2683,2684,14554.2,14892.8,2.32634
+,2687,2698,16564.1,16883.6,1.92863
+,2718,2723,17079.6,18376.8,7.59551
+,2760,2763,15035.3,15659,4.1485
-,2766,2849,16247.9,11357.9,-30.0961
+,2946,2959,8229.11,8553.64,3.94368
+,2963,2976,8705.7,9151.48,5.12055
+,2979,2983,9343.01,10015.1,7.19351
+,2985,2993,10222.7,10887.2,6.50036
-,2997,3076,11406,8427.9,-26.1098
+,3108,3121,8408.95,8789.07,4.52042
+,3178,3222,7292.36,7628.56,4.6103
+,3227,3258,8050.67,8449.07,4.94866
+,3261,3267,8757.16,9099.05,3.90412
-,3270,3395,9296.01,7776.04,-16.3508
-,3422,3482,7422.01,6461.3,-12.9441
+,3494,3632,6587.03,7239.87,9.91099
+,3658,3660,7777.88,8137.07,4.6181
-,3663,3711,8340.26,6969.67,-16.4334
+,3734,3806,6487.55,6827.94,5.24682
+,3809,3835,6961.92,7226.34,3.79809
-,3839,3848,7286.13,6336.92,-13.0276
+,3878,3916,6336,6628.69,4.61948
-,3943,4147,6662.53,5558.32,-16.5734
+,4199,4202,3973.39,4179.88,5.19682
+,4279,4288,3379.4,3681.65,8.9439
+,4291,4296,3861.4,4063.9,5.24421
+,4332,4364,3848.64,4025.39,4.59253
+,4434,4547,3580.4,3781.91,5.62814
+,4664,4724,3992.39,4110.39,2.95562
+,4728,4731,4130.64,4688,13.4933
+,4740,4819,5120.38,5360.4,4.68754
+,4821,4880,5510.41,5732.91,4.03781
+,4892,4899,6000.65,6291.15,4.84114
+,4902,4904,6368.65,7038.15,10.5124
+,4907,4908,7361.15,7873.15,6.95543
+,4961,4964,8040.39,8910.89,10.8266
+,5020,5051,7965.89,8355.38,4.88947
+,5054,5056,9197.39,9197.89,0.00543632
+,5072,5079,9254.14,9727.64,5.11663
+,5081,5084,9827.89,10626.4,8.12484
+,5092,5096,11279.3,11910.8,5.59821
+,5098,5100,12600.4,13544.4,7.49133
+,5126,5132,11239.9,11837,5.31197
+,5149,5151,12197.5,12708.2,4.18685
-,5156,5174,12856.6,10064.5,-21.7173
+,5196,5197,10460.9,10610.6,1.43152
+,5249,5257,9820.88,10396.4,5.86007
+,5260,5264,10504.9,11229.1,6.89441
-,5266,5485,11739.1,8526.63,-27.3658
+,5508,5550,8270.29,8568.8,3.60943
-,5559,5609,8715.55,7495.64,-13.9969
+,5621,5622,7621.09,8396.13,10.1697
-,5624,5744,9705.15,6684.15,-31.1278
+,5760,5771,7561.65,7743.65,2.40688
+,5789,5930,7489.15,7897.38,5.45095
+,5935,5960,8012.63,8428.15,5.18581
+,5963,6020,8572.14,9100.15,6.15961
+,6026,6061,9331.15,9675.14,3.68647
+,6074,6089,10119.6,10388.1,2.65326
-,6115,6150,10135.6,8704.15,-14.1234
-,6169,6197,8934.15,7780.65,-12.9111
+,6244,6245,5600.5,5864.57,4.71511
+,6250,6262,6769.48,6778.08,0.127041
+,6268,6319,6880.06,7226.13,5.03004
+,6364,6396,7038.5,7505.12,6.62954
+,6417,6419,7841.58,8256.97,5.29727
+,6421,6449,8921.4,9234.65,3.51122
+,6456,6458,9631.75,10031.1,4.1467
+,6479,6484,9086.7,9610.15,5.76062
+,6539,6548,9148.75,9525.3,4.11586
+,6559,6560,9676.4,10121.5,4.59933
+,6576,6795,9774.4,10229,4.65092
+,6798,6799,10846.5,10864.9,0.169548
+,6839,6888,11595.7,12377.9,6.74571
-,6944,6968,11676.1,10275.3,-11.9971
+,6993,7013,10377.9,10876,4.79992
+,7020,7128,11043.9,11554.4,4.62247
+,7158,7167,11748.1,12243.4,4.21557
+,7169,7176,12402.3,13059.7,5.30022
+,7188,7231,13204.5,14063.4,6.5047
+,7234,7237,14313.4,15040.6,5.08077
+,7239,7268,15764.9,16154,2.46794
+,7279,7285,16683.4,17799,6.68684
+,7303,7339,18694.4,19361.7,3.56958
+,7395,7401,19064.9,19437.7,1.95537
+,7410,7411,20301.2,20651.7,1.7266
+,7413,7415,21719.3,22653.8,4.30225
+,7426,7450,23908.1,27014.6,12.9934
+,7462,7467,27571.1,28853.2,4.65001
+,7474,7480,29448.3,33212.8,12.7832
+,7491,7497,33779.7,35945,6.41006
+,7499,7502,37488,39767.5,6.08059
-,7507,7562,41319.2,31879.2,-22.8464
+,7573,7596,34546.2,36958,6.98125
+,7611,7618,35645.5,38211.2,7.19791
+,7633,7634,42975.5,43136.1,0.373701
+,7636,7641,46169.9,47337.2,2.52834
+,7674,7688,51497,54797.9,6.40988
-,7690,7700,56902.1,47096,-17.2333
+,7734,7756,51440,53536.5,4.07558
+,7759,7773,54772.8,57514,5.00469
+,7780,7910,60023,62571.8,4.24629
-,7915,7936,64267.5,54902,-14.5727
+,7970,7992,54468.8,57430.6,5.43774
-,7994,8044,58777.7,48650,-17.2306
-,8096,8148,40209.3,33681,-16.2357
+,8158,8163,36502.5,37798.3,3.54995
+,8172,8179,39107.5,40506,3.57599
-,8225,8329,34832.7,29637.6,-14.9146
+,8337,8347,31439.3,32685,3.9624
+,8352,8353,36766.9,38281.4,4.1193
+,8381,8411,40653.7,42718.2,5.07846
+,8415,8441,45685.5,47596.3,4.18242
+,8465,8470,46579.5,48766.7,4.69567
+,8472,8532,49447.9,51770,4.69597
-,8538,8560,52513.8,45477.5,-13.3989
+,8574,8658,47153,49534.6,5.05066
+,8660,8667,49922.3,52756,5.67633
+,8678,8707,55807.3,59595.5,6.7881
+,8710,8722,61407.3,63165.8,2.86363
+,8728,8811,66471.3,68122.2,2.48375
-,8820,8841,68603.1,60963.1,-11.1365
-,8885,8924,58584.9,48892.4,-16.5443
+,8971,9008,49140.5,51327.9,4.4513
-,9040,9064,48293.6,42555.8,-11.8811
-,9089,9133,43947.5,36628.9,-16.6531
+,9147,9192,37587.4,40528.6,7.8251
+,9194,9210,41471.8,44229.2,6.64889
-,9213,9286,44905.2,38186.1,-14.963
+,9336,9338,41405.1,43269.1,4.50176
+,9341,9500,44423.9,46918.9,5.61635
-,9505,9587,47949.3,41125.9,-14.2305
-,9600,9733,41012.5,36411.4,-11.2187
+,9793,9888,30994.5,32131.6,3.66865
-,9920,9961,30251.2,27318.2,-9.69557
+,10003,10111,20579,21590.7,4.91587
