status,enter row,exit row,enter price,exit price,percentage
+,8,144,574.98,619.87,7.80723
+,175,433,611,666.03,9.00655
+,435,560,675.42,732.96,8.51914
+,568,766,738.55,803.51,8.79561
+,770,802,827.14,907.76,9.74684
+,805,848,918.16,1004.63,9.41775
-,850,861,1032.03,852,-17.4443
+,871,1011,891,940,5.49944
+,1014,1053,956.35,1035.3,8.25535
+,1057,1152,1045.3,1145.46,9.58194
+,1170,1192,1153,1256.62,8.98699
-,1236,1289,1193.51,973.44,-18.4389
+,1294,1308,1057.43,1137.02,7.52674
+,1334,1346,991.1,1071,8.06175
+,1363,1385,1048.01,1147.42,9.4856
+,1398,1483,1143.66,1242.99,8.68527
+,1501,1549,1239.49,1368,10.368
+,1554,1588,1403.09,1540.97,9.82688
+,1592,1608,1625.85,1768.39,8.76711
+,1623,1655,1731.36,1860.99,7.48718
+,1659,1672,1922.03,2087.99,8.63462
+,1675,1686,2197.6,2379.48,8.2763
+,1688,1692,2430,2700.04,11.1128
+,1708,1720,2080.1,2274.24,9.33321
+,1729,1747,2232.19,2476.64,10.9511
+,1756,1762,2530.39,2746.32,8.53347
-,1764,1992,2792.79,2267.82,-18.7973
+,2009,2013,2041.8,2186.8,7.10158
+,2015,2028,2231.8,2511.8,12.5459
+,2030,2098,2720.8,2911.8,7.01999
+,2112,2122,2727.45,3136.9,15.0122
+,2125,2165,3286.9,3541.8,7.75503
+,2167,2172,3589.79,3936.79,9.6663
+,2175,2192,4062.61,4353.7,7.1651
+,2202,2259,4291.25,4601,7.21818
-,2267,2319,4680.4,3989.5,-14.7616
+,2334,2338,3570.83,3953.72,10.7227
+,2367,2383,3774.74,4139.58,9.6653
+,2385,2427,4228.14,4624.49,9.3741
+,2434,2445,4851.39,5318.14,9.62095
+,2447,2481,5392.38,5967.8,10.671
+,2500,2515,5662.43,6140.65,8.44549
+,2522,2531,6319.95,6790.38,7.44357
+,2533,2559,6967.53,7702.72,10.5517
+,2585,2593,6760.9,7432.1,9.92767
+,2595,2607,7671.39,8202.63,6.92495
+,2613,2633,8265.35,9514.82,15.117
+,2640,2647,9813.41,10670.6,8.73448
+,2660,2663,10613.9,11362.5,7.0539
+,2675,2680,11888.2,13141.7,10.5434
+,2683,2686,14554.2,15591.7,7.12853
+,2695,2719,16381.3,17380.7,6.10055
-,2723,2747,18376.8,14487.9,-21.1621
+,2760,2766,15035.3,16247.9,8.06475
+,2778,2808,14850.3,15903,7.0893
-,2810,2830,16777.1,13053.5,-22.1946
-,2844,2849,14223.6,11357.9,-20.1473
-,2859,2927,11429.6,8219.4,-28.0869
+,2942,2946,7718.37,8229.11,6.6172
+,2952,2976,8373.9,9151.48,9.28576
+,2979,2985,9343.01,10222.7,9.41506
+,2991,2997,10519.2,11406,8.42959
-,3001,3013,11598.5,9788.14,-15.6084
+,3018,3045,10162.7,11058.1,8.81023
-,3051,3073,11364.5,9215.29,-18.9116
-,3081,3161,9413.53,7458.75,-20.7656
+,3178,3225,7292.36,7822.04,7.26349
+,3227,3261,8050.67,8757.16,8.77554
-,3267,3394,9099.05,7822.19,-14.0329
-,3420,3487,7329.72,6209.2,-15.2874
+,3494,3632,6587.03,7239.87,9.91099
-,3658,3722,7777.88,6530.34,-16.0396
+,3732,3809,6375.56,6961.92,9.197
-,3829,4004,6963.98,6120.17,-12.1168
-,4012,4150,6380.33,5368.86,-15.8529
+,4199,4202,3973.39,4179.88,5.19682
+,4246,4291,3562.64,3861.4,8.38592
+,4296,4731,4063.9,4688,15.3572
+,4740,4823,5120.38,5555.66,8.50093
+,4836,4892,5472.4,6000.65,9.65299
+,4898,4904,6104.15,7038.15,15.3011
+,4907,4908,7361.15,7873.15,6.95543
+,4922,5054,8327.65,9197.39,10.444
+,5057,5084,9260.14,10626.4,14.7541
+,5091,5097,11204.3,12427.2,10.915
-,5100,5121,13544.4,9881.84,-27.041
+,5125,5132,10736.6,11837,10.2482
+,5146,5151,11843,12708.2,7.30533
-,5156,5174,12856.6,10064.5,-21.7173
+,5179,5266,10805.9,11739.1,8.63649
-,5268,5485,11910.1,8526.63,-28.4087
+,5508,5624,8270.29,9705.15,17.3496
-,5645,5723,9304.15,8036.65,-13.623
+,5759,5930,7253.65,7897.38,8.87457
+,5935,5964,8012.63,8771.64,9.47267
+,5979,6060,8880.65,9552.64,7.5669
-,6074,6150,10119.6,8704.15,-13.9876
-,6167,6214,8804.65,7336.65,-16.673
+,6244,6246,5600.5,6342.47,13.2483
+,6250,6316,6769.48,7066.22,4.3835
+,6319,6417,7226.13,7841.58,8.51701
+,6419,6421,8256.97,8921.4,8.0469
+,6423,6457,9158.57,9791.5,6.9108
+,6474,6486,8918.5,9671.45,8.44256
+,6495,6798,9846.85,10846.5,10.152
+,6800,6855,11238.7,12008.3,6.84797
-,6872,6977,11629.3,9896.1,-14.904
+,6980,7124,10332.9,11363.1,9.9706
+,7128,7170,11554.4,12852.9,11.2381
+,7184,7234,13030.3,14313.4,9.84682
+,7236,7261,14820.3,15880.8,7.15571
+,7265,7285,16049.9,17799,10.8978
+,7303,7410,18694.4,20301.2,8.59499
+,7412,7416,21171.5,22811.3,7.74522
+,7425,7450,23671.1,27014.6,14.1246
+,7462,7480,27571.1,33212.8,20.4622
+,7491,7497,33779.7,35945,6.41006
+,7499,7507,37488,41319.2,10.2199
+,7527,7531,37233.5,38963.6,4.64657
+,7569,7596,33288.2,36958,11.0242
+,7608,7618,35329.5,38211.2,8.15664
+,7627,7633,38304.7,42975.5,12.1938
+,7636,7667,46169.9,49148.2,6.45072
+,7674,7689,51497,55503.3,7.77957
+,7711,7765,51347.9,56302.3,9.6487
+,7773,7910,57514,62571.8,8.79395
-,7915,7950,64267.5,54069.3,-15.8683
+,7963,7990,52342.2,56731.5,8.38571
-,7992,8052,57430.6,45543.3,-20.6985
+,8073,8415,41782.7,45685.5,9.34071
+,8426,8473,46197.3,50320.5,8.92531
-,8488,8598,48730.6,41651.8,-14.5265
+,8608,8649,43332.7,47224.7,8.98165
+,8651,8667,48123.5,52756,9.62627
+,8678,8710,55807.3,61407.3,10.0346
-,8722,8890,63165.8,54874.2,-13.1268
-,8898,8926,58653.5,47479.8,-19.0504
-,8929,9069,50091,41806.2,-16.5396
-,9089,9133,43947.5,36628.9,-16.6531
+,9139,9192,36770.7,40528.6,10.2199
+,9194,9213,41471.8,44905.2,8.2791
-,9228,9286,45330.8,38186.1,-15.7612
+,9304,9338,38891.6,43269.1,11.2555
-,9341,9752,44423.9,34121.7,-23.1906
-,9777,9968,30354.8,21686.4,-28.5569
-,9980,9997,22633.9,17742.7,-21.6101
+,10003,10113,20579,21961.8,6.71926
