status,enter row,exit row,enter price,exit price,percentage
+,30,117,578.21,603,4.28737
+,121,146,608.61,624.5,2.61087
+,236,342,604.03,633,4.79612
+,344,427,637.8,656.78,2.97585
+,432,437,663.7,684.71,3.16559
+,449,453,690.51,711.57,3.04992
+,468,478,709.95,727.48,2.46919
+,512,558,703.52,725.02,3.05606
+,560,650,732.96,758.35,3.46404
+,654,765,768.6,794.21,3.33203
+,767,771,812,853.3,5.08621
+,775,778,866.36,885.24,2.17923
+,781,805,894.5,918.16,2.64505
+,807,833,928.17,958,3.21385
+,836,847,974,996.99,2.36037
+,849,851,1024.78,1068.8,4.29556
-,889,892,883,759.04,-14.0385
+,925,926,846.35,867.02,2.44225
+,928,950,883.61,910.01,2.98774
+,982,1011,907.14,940,3.62237
+,1014,1023,956.35,984,2.8912
+,1025,1052,991.9,1025,3.33703
+,1057,1137,1045.3,1090.01,4.27724
+,1148,1152,1109.9,1145.46,3.20389
+,1170,1185,1153,1194.9,3.634
+,1190,1192,1216.59,1256.62,3.29034
-,1239,1288,1249,1031.55,-17.4099
+,1302,1306,1077.13,1117.1,3.71079
+,1341,1345,1041,1052.01,1.05764
+,1365,1369,1066.01,1089.52,2.20542
+,1379,1385,1108.89,1147.42,3.47465
+,1399,1402,1146.4,1184,3.27983
+,1408,1483,1188.09,1242.99,4.62086
+,1508,1522,1246.97,1280.24,2.66807
+,1524,1549,1285.38,1368,6.42767
+,1554,1565,1403.09,1449.4,3.30057
+,1567,1588,1494.85,1540.97,3.08526
+,1592,1594,1625.85,1672.94,2.89633
+,1606,1608,1728.99,1768.39,2.27879
+,1642,1645,1725.01,1772.29,2.74085
+,1651,1655,1828.19,1860.99,1.79412
+,1659,1660,1922.03,1963.33,2.14877
+,1664,1672,1992.09,2087.99,4.81404
+,1675,1683,2197.6,2251.09,2.43402
+,1685,1686,2307.02,2379.48,3.14085
+,1688,1690,2430,2487.99,2.38642
-,1692,1702,2700.04,1986.89,-26.4126
+,1718,1720,2222.3,2274.24,2.33722
+,1732,1733,2292.71,2345.99,2.32389
+,1743,1747,2406.55,2476.64,2.91247
+,1756,1760,2530.39,2592.99,2.47393
+,1762,1764,2746.32,2792.79,1.69208
-,1795,1815,2858.1,2467.29,-13.6738
+,1830,1849,2532.2,2600,2.67751
-,1898,1994,2519.59,2151.76,-14.5988
+,2012,2013,2151.8,2186.8,1.62655
+,2015,2016,2231.8,2286.8,2.46438
+,2028,2029,2511.8,2612.3,4.00111
+,2031,2040,2749.85,2816.81,2.43504
+,2073,2075,2704.8,2766.8,2.29222
+,2094,2096,2801.7,2889.76,3.14309
+,2098,2122,2911.8,3136.9,7.73061
+,2125,2138,3286.9,3400.46,3.45493
+,2145,2165,3459.79,3541.8,2.37038
+,2167,2169,3589.79,3731.8,3.95594
+,2172,2175,3936.79,4062.61,3.196
+,2188,2193,4275.8,4390.8,2.68956
-,2207,2223,4416.15,3636.21,-17.6611
+,2231,2240,4184.78,4345.93,3.85086
+,2244,2256,4436.94,4534.7,2.20332
+,2267,2273,4680.4,4829.29,3.18114
-,2275,2280,4867.96,4151.02,-14.7277
+,2290,2297,4536.92,4628.02,2.00797
-,2302,2318,4665.7,4128.35,-11.517
+,2338,2339,3953.72,4027.06,1.85496
+,2370,2371,3897.9,3916.47,0.47641
+,2381,2383,4055.34,4139.58,2.07726
+,2385,2396,4228.14,4372.33,3.41025
+,2416,2423,4339.02,4568.98,5.29981
+,2427,2428,4624.49,4819.86,4.22468
+,2434,2443,4851.39,5097.49,5.07277
+,2445,2447,5318.14,5392.38,1.39598
+,2481,2484,5967.8,5969.81,0.0336808
+,2504,2507,5934.9,5978.6,0.736322
+,2513,2522,6115.46,6319.95,3.34382
+,2527,2531,6523.12,6790.38,4.09712
+,2533,2538,6967.53,7209.14,3.46766
+,2558,2559,7459.67,7702.72,3.25819
+,2585,2588,6760.9,7138.18,5.58032
+,2593,2595,7432.1,7671.39,3.21968
+,2606,2613,8117.24,8265.35,1.82463
+,2633,2636,9514.82,9581.78,0.703744
+,2640,2646,9813.41,10031.9,2.22665
+,2648,2663,11157.6,11362.5,1.83687
+,2675,2676,11888.2,12167.9,2.35232
+,2678,2680,12567.8,13141.7,4.56636
+,2683,2684,14554.2,14892.8,2.32634
+,2687,2698,16564.1,16883.6,1.92863
+,2718,2720,17079.6,17724.2,3.77428
