status,enter row,exit row,enter price,exit price,percentage
+,8,121,574.98,608.61,5.8489
-,144,165,619.87,597.4,-3.62495
-,175,226,611,596.51,-2.37152
+,235,410,601.39,647.82,7.72045
+,428,452,659.5,706,7.0508
+,467,650,700.71,758.35,8.22594
+,654,769,768.6,821.26,6.85142
+,771,781,853.3,894.5,4.82831
+,793,808,875.38,932.9,6.57086
+,832,847,936.25,996.99,6.48758
+,849,853,1024.78,1087.74,6.14376
-,871,892,891,759.04,-14.8103
+,898,926,800.01,867.02,8.37615
+,928,1014,883.61,956.35,8.23214
+,1020,1056,974.33,1037.91,6.52551
+,1073,1130,991,1038.58,4.80121
+,1132,1149,1039.73,1126.6,8.35505
+,1152,1190,1145.46,1216.59,6.20973
-,1192,1229,1256.62,1141.61,-9.15233
-,1236,1284,1193.51,1101.14,-7.73936
+,1294,1306,1057.43,1117.1,5.64293
+,1334,1345,991.1,1052.01,6.1457
+,1363,1383,1048.01,1127.95,7.62779
+,1385,1431,1147.42,1215.09,5.89758
+,1464,1519,1190.09,1275.6,7.18517
+,1522,1549,1280.24,1368,6.85496
+,1554,1567,1403.09,1494.85,6.53985
+,1587,1589,1508.23,1595.17,5.76437
+,1592,1606,1625.85,1728.99,6.34376
-,1609,1616,1795.09,1634.99,-8.91877
+,1623,1651,1731.36,1828.19,5.59271
+,1653,1664,1840.95,1992.09,8.20989
+,1667,1675,2026.99,2197.6,8.41691
+,1683,1688,2251.09,2430,7.94771
+,1690,1692,2487.99,2700.04,8.52294
+,1708,1718,2080.1,2222.3,6.83621
+,1720,1745,2274.24,2420.49,6.43072
+,1747,1761,2476.64,2672.31,7.90062
-,1764,1815,2792.79,2467.29,-11.655
+,1830,1850,2532.2,2716.18,7.26562
-,1861,1874,2670.7,2566.98,-3.88363
-,1898,1916,2519.59,2354.83,-6.53916
-,1922,1972,2402.54,2305.42,-4.04239
-,1981,1993,2391.3,2187,-8.54347
+,2009,2012,2041.8,2151.8,5.3874
+,2015,2028,2231.8,2511.8,12.5459
+,2030,2096,2720.8,2889.76,6.20994
-,2098,2103,2911.8,2684.5,-7.80617
+,2112,2122,2727.45,3136.9,15.0122
+,2125,2145,3286.9,3459.79,5.25997
+,2158,2168,3413.89,3654.86,7.05852
+,2170,2175,3771.8,4062.61,7.71011
-,2186,2222,4190.5,3860.53,-7.87424
+,2227,2240,4059.4,4345.93,7.05843
+,2244,2267,4436.94,4680.4,5.48711
-,2272,2276,4768.15,4531.11,-4.97132
-,2287,2320,4405.15,3919.89,-11.0157
+,2334,2336,3570.83,3720.88,4.2021
+,2338,2382,3953.72,4068.01,2.8907
+,2385,2423,4228.14,4568.98,8.06123
+,2427,2443,4624.49,5097.49,10.2282
+,2445,2448,5318.14,5706.13,7.2956
+,2471,2481,5534.42,5967.8,7.83063
+,2500,2513,5662.43,6115.46,8.00063
+,2522,2529,6319.95,6587.94,4.24038
+,2531,2534,6790.38,7079.12,4.25219
-,2539,2572,7365.38,6591.95,-10.5009
+,2585,2590,6760.9,7244.28,7.14964
+,2593,2596,7432.1,7862.91,5.79661
+,2606,2633,8117.24,9514.82,17.2174
+,2640,2647,9813.41,10670.6,8.73448
+,2660,2662,10613.9,10891.9,2.6196
+,2664,2677,11434.4,12413.9,8.56681
+,2680,2681,13141.7,13908.4,5.83442
+,2683,2685,14554.2,15304,5.15178
+,2687,2702,16564.1,17138.7,3.46883
+,2718,2723,17079.6,18376.8,7.59551
+,2760,2763,15035.3,15659,4.1485
-,2766,2772,16247.9,13669.4,-15.8696
-,2778,2786,14850.3,12863.9,-13.3761
+,2790,2794,13892.7,14948.1,7.59686
+,2807,2809,15723.3,16275,3.50894
-,2844,2847,14223.6,12982.1,-8.72812
-,2859,2923,11429.6,8869.34,-22.4005
+,2942,2945,7718.37,7919.32,2.60353
+,2952,2976,8373.9,9151.48,9.28576
+,2979,2983,9343.01,10015.1,7.19351
+,2985,2993,10222.7,10887.2,6.50036
-,2997,3012,11406,9835.65,-13.7676
+,3018,3034,10162.7,10869.5,6.95423
+,3042,3052,10698,11467.4,7.19188
-,3056,3060,11581.4,10762.1,-7.07395
+,3081,3083,9413.53,9772.92,3.8178
+,3108,3124,8408.95,8970.98,6.68371
-,3178,3189,7292.36,6613.58,-9.3081
+,3201,3222,7005.32,7628.56,8.89667
+,3227,3261,8050.67,8757.16,8.77554
+,3267,3314,9099.05,9587.14,5.36419
-,3336,3347,9192.58,8713.32,-5.21355
-,3355,3374,8700.83,8130.17,-6.55868
-,3380,3395,8139.77,7776.04,-4.46855
-,3420,3471,7329.72,6647.47,-9.308
-,3477,3482,6776.84,6461.3,-4.65615
-,3494,3530,6587.03,5990.28,-9.05947
-,3535,3555,6207.65,5807.53,-6.4456
+,3561,3565,6260.3,6531.95,4.33925
-,3577,3604,6590.69,6275.47,-4.78281
+,3621,3632,6277.55,7239.87,15.3295
+,3658,3663,7777.88,8340.26,7.2305
-,3680,3692,8163.25,7618.97,-6.66744
-,3718,3722,6965.17,6530.34,-6.24292
-,3732,3747,6375.56,5925.61,-7.05742
+,3753,3783,6261.7,6645.12,6.12326
+,3794,3809,6415.96,6961.92,8.5094
-,3829,3848,6963.98,6336.92,-9.00433
-,3878,4147,6336,5558.32,-12.274
+,4199,4201,3973.39,4130.63,3.95733
-,4246,4275,3562.64,3142.89,-11.782
+,4279,4281,3379.4,3486.4,3.16624
+,4288,4291,3681.65,3861.4,4.88232
+,4296,4307,4063.9,4210.39,3.60467
+,4332,4364,3848.64,4025.39,4.59253
-,4373,4384,4052.89,3768.14,-7.02585
-,4434,4496,3580.4,3370.19,-5.87113
+,4510,4512,3374.89,3622.39,7.33357
+,4544,4553,3636.9,3946.65,8.51687
-,4571,4574,3936.28,3751.89,-4.68437
-,4602,4605,3824.64,3703.14,-3.17677
