status,enter row,exit row,enter price,exit price,percentage
+,30,145,578.21,622.52,7.66331
+,236,412,604.03,651.2,7.80921
+,428,453,659.5,711.57,7.89538
+,468,651,709.95,762.5,7.40193
+,654,771,768.6,853.3,11.02
+,775,807,866.36,928.17,7.13445
+,833,849,958,1024.78,6.97077
-,851,861,1068.8,852,-20.2844
-,889,892,883,759.04,-14.0385
+,925,949,846.35,905.51,6.99002
+,982,1020,907.14,974.33,7.40679
+,1023,1134,984,1056.88,7.4065
+,1136,1152,1065.81,1145.46,7.47319
+,1170,1192,1153,1256.62,8.98699
-,1239,1289,1249,973.44,-22.0624
+,1302,1402,1077.13,1184,9.92174
+,1408,1523,1188.09,1283,7.98845
+,1525,1554,1299.21,1403.09,7.99563
+,1565,1588,1449.4,1540.97,6.31779
+,1592,1607,1625.85,1750.6,7.67291
+,1609,1660,1795.09,1963.33,9.37223
+,1664,1673,1992.09,2139.19,7.3842
+,1675,1686,2197.6,2379.48,8.2763
+,1688,1692,2430,2700.04,11.1128
+,1718,1743,2222.3,2406.55,8.29096
+,1747,1761,2476.64,2672.31,7.90062
-,1764,1993,2792.79,2187,-21.6912
+,2012,2016,2151.8,2286.8,6.27382
+,2028,2029,2511.8,2612.3,4.00111
+,2031,2122,2749.85,3136.9,14.0753
+,2125,2164,3286.9,3504.48,6.61961
+,2166,2172,3542.22,3936.79,11.1391
+,2175,2188,4062.61,4275.8,5.24761
+,2192,2268,4353.7,4710.55,8.19648
-,2272,2283,4768.15,4082.01,-14.3901
-,2290,2327,4536.92,3473.3,-23.4437
+,2338,2383,3953.72,4139.58,4.70089
+,2385,2423,4228.14,4568.98,8.06123
+,2427,2443,4624.49,5097.49,10.2282
+,2445,2448,5318.14,5706.13,7.2956
+,2481,2522,5967.8,6319.95,5.90083
+,2527,2533,6523.12,6967.53,6.81284
+,2539,2603,7365.38,7959.68,8.06883
+,2606,2633,8117.24,9514.82,17.2174
+,2640,2647,9813.41,10670.6,8.73448
+,2662,2671,10891.9,11579.1,6.30947
+,2675,2680,11888.2,13141.7,10.5434
+,2683,2685,14554.2,15304,5.15178
+,2687,2719,16564.1,17380.7,4.92969
-,2723,2747,18376.8,14487.9,-21.1621
+,2760,2764,15035.3,15795,5.05271
-,2766,2849,16247.9,11357.9,-30.0961
+,2946,2966,8229.11,8750.47,6.33556
+,2976,2983,9151.48,10015.1,9.43694
+,2985,2996,10222.7,10992.5,7.53111
-,3001,3073,11598.5,9215.29,-20.5474
-,3108,3165,8408.95,6750.6,-19.7212
+,3178,3224,7292.36,7648.46,4.88319
+,3227,3261,8050.67,8757.16,8.77554
+,3267,3317,9099.05,9680.54,6.39067
-,3381,3415,8403.96,7136.6,-15.0805
-,3422,3487,7422.01,6209.2,-16.3407
+,3494,3632,6587.03,7239.87,9.91099
-,3658,3722,7777.88,6530.34,-16.0396
+,3734,3815,6487.55,7011.24,8.07223
-,3830,4147,7201.52,5558.32,-22.8174
+,4199,4206,3973.39,4305.13,8.34904
+,4279,4288,3379.4,3681.65,8.9439
+,4291,4300,3861.4,4121.9,6.74626
+,4332,4731,3848.64,4688,21.8093
+,4740,4821,5120.38,5510.41,7.61721
+,4853,4870,5202.9,5669.64,8.97077
+,4881,4899,5881.4,6291.15,6.96688
+,4902,4904,6368.65,7038.15,10.5124
+,4907,4908,7361.15,7873.15,6.95543
+,4961,4964,8040.39,8910.89,10.8266
+,5020,5054,7965.89,9197.39,15.4597
+,5057,5084,9260.14,10626.4,14.7541
+,5092,5097,11279.3,12427.2,10.1772
-,5100,5121,13544.4,9881.84,-27.041
+,5126,5149,11239.9,12197.5,8.51957
-,5151,5185,12708.2,9579.08,-24.6227
